_unit_id,_created_at,_updated_at,_golden,cluer1,cluer2,correctlyclassifiedoverlap,coverageoverlap,id,intersectionwholerule,label,literalintersectionlength,r1,r1conf,r1correct,r1coverage,r1id,r1len,r1supp,r2,r2conf,r2correct,r2coverage,r2id,r2len,r2supp,tag,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason,what_is_the_rationale_for_your_choice_gold,what_is_the_rationale_for_your_choice_gold_reason,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason
833486638,11/20/2015 16:49:32,12/4/2015 09:42:15,TRUE,,,,,37,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>NUTS3Statistical Regions Of The European Union&nbsp;<b>and</b> </li><li>Capitals In Europe&nbsp;</li></ul>then the quality of living is <b>high</b>,,,,90003171364274408802708218167741644800,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capitals In Europe&nbsp;<b>and</b> </li><li>NUTS3Statistical Regions Of The European Union&nbsp;</li></ul>then the quality of living is <b>high</b>,,,,328121904838913001979981510847441666048,,,TEST,No preference,"The rules are identical, only the conditions (groups) are listed in different order.",,,No preference,"The rules are identical, only the conditions (groups) are listed in different order."
833486639,11/20/2015 16:49:32,12/4/2015 09:42:15,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Sydney, Melbourne, Adelaide, Brisbane</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Sydney, Melbourne, Adelaide, Brisbane</b><br/> All these countries have a risk of traffic accidents <b>high</b>",,,38,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Australian Capital Cities&nbsp;<b>and</b> </li><li>Coastal Cities In Australia&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,16,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Coastal Cities In Australia&nbsp;<b>and</b> </li><li>Australian Capital Cities&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,9,,,TEST,No preference,"The rules are identical, only the conditions (groups) are listed in different order.",,,No preference,"The rules are identical, only the conditions (groups) are listed in different order."
833486640,11/20/2015 16:49:32,12/3/2015 16:15:28,TRUE,,,,,39,,lowest,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capital Districts And Territories&nbsp;<b>and</b> </li><li>Capitals In Africa&nbsp;</li></ul>then the quality of living is <b>lowest</b>,,,,221051683448137006112839276173325238272,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capitals In Africa&nbsp;<b>and</b> </li><li>Capital Districts And Territories&nbsp;</li></ul>then the quality of living is <b>lowest</b>,,,,301038215826859003682541414003461062656,,,TEST,No preference,"The rules are identical, only the conditions (groups) are listed in different order.",,,No preference,"The rules are identical, only the conditions (groups) are listed in different order."
833486641,11/20/2015 16:49:32,12/2/2015 19:16:58,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Sydney, Melbourne, Adelaide, Brisbane</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Sydney, Melbourne, Adelaide, Canberra, Brisbane</b><br/> All these countries have a risk of traffic accidents <b>high</b>",,,40,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In South Australia&nbsp;<b>and</b> </li><li>Coastal Cities In Australia&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,9,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Australian Capital Cities&nbsp;<b>and</b> </li><li>Archaeological Sites In Syria&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,11,,,TEST,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.,,,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.
833486642,11/20/2015 16:49:32,12/2/2015 07:25:16,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",,,41,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Regions Of Europe With Multiple Official Languages&nbsp;<b>and</b> </li><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,1,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cantonal Capitals Of Switzerland&nbsp;<b>and</b> </li><li>Cities In Latvia&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,0,,,TEST,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.,,,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.
833486644,11/20/2015 16:49:32,12/4/2015 09:42:15,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Copenhagen, Stockholm, Helsinki, Tallinn, Riga, Saint Petersburg </b><br/>For 3 of these cities (Copenhagen, Stockholm, Helsinki), the rule correctly predicts the quality of living as <b>high</b>.","Following cities fall into all of the groups defined by the rule: <b>Copenhagen, Stockholm, Helsinki, Tallinn, Riga </b><br/>For 3 of these cities (Copenhagen, Stockholm, Helsinki), the rule correctly predicts the quality of living as <b>high</b>.",,,42,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Port Cities And Towns Of The Baltic Sea&nbsp;<b>and</b> </li><li>Capitals In Europe&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,43,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capitals In Europe&nbsp;<b>and</b> </li><li>Port Cities And Towns Of The Baltic Sea&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,40,,,TEST,No preference,"The rules are identical, only the conditions (groups) are listed in different order.",,,No preference,"The rules are identical, only the conditions (groups) are listed in different order."
833486645,11/20/2015 16:49:32,12/3/2015 16:15:28,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Munich, Berlin, Hamburg, Stuttgart</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Hamburg, Luxembourg, Brussels</b><br/> All these countries have a risk of traffic accidents <b>high</b>",,,44,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>German State Capitals&nbsp;<b>and</b> </li><li>Prefectures Of Japan&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,6,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>NUTS1Statistical Regions Of The European Union&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,10,,,TEST,Rule 2 (strong preference),Rule 1 contains groups that are obviously mutually exclusive.,,,Rule 2 (strong preference),Rule 1 contains groups that are obviously mutually exclusive.
833486646,11/20/2015 16:49:32,12/4/2015 02:49:44,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Bangalore, Chennai, Mumbai, New Delhi, Kolkata</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following cities fall into all of the groups defined by the rule: <b>Pune, Bangalore, Chennai, Mumbai, Kolkata</b><br/> All these countries have a risk of traffic accidents <b>low</b>",,,45,,low,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Indian Capital Cities&nbsp;<b>and</b><li> Provinces Of Zimbabwe</li><li>Prefectures Of Japan&nbsp;</li></ul>then the quality of living is <b>low</b>,,,,7,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Former Indian Capital Cities&nbsp;<b>and</b></li><li>Metropolitan Cities In India&nbsp;</li></ul>then the quality of living is <b>low</b>,,,,5,,,TEST,Rule 2 (strong preference),Rule 1 contains groups that are obviously mutually exclusive.,,,Rule 2 (strong preference),Rule 1 contains groups that are obviously mutually exclusive.
833486647,11/20/2015 16:49:32,12/3/2015 10:15:40,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Amsterdam, Hamburg, Oslo, Aberdeen </b><br/>For 3 of these cities (Amsterdam, Hamburg, Oslo), the rule correctly predicts the quality of living as <b>high</b>.","Following cities fall into all of the groups defined by the rule: <b>Hamburg, Luxembourg, Brussels</b><br/> All these countries have a risk of traffic accidents <b>high</b>",,,46,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Port Cities And Towns Of The North Sea&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,29,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>NUTS1Statistical Regions Of The European Union&nbsp;<b>and</b> </li><li>Cities In New York&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,10,,,TEST,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.,,,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.
833486648,11/20/2015 16:49:32,12/4/2015 09:42:15,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Tokyo, Kobe, Yokohama, Osaka </b><br/>For 3 of these cities (Kobe, Yokohama, Osaka), the rule correctly predicts the quality of living as <b>high</b>.","Following cities fall into all of the groups defined by the rule: <b>Tokyo, Kobe, Yokohama, Osaka </b><br/>For 3 of these cities (Kobe, Yokohama, Osaka), the rule correctly predicts the quality of living as <b>high</b>.",,,47,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Port Settlements In Japan&nbsp;<b>and</b> </li><li>Populated Coastal Places In Japan&nbsp;</li></ul>then the quality of living is <b>high</b>,,,,25,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Port Settlements In Japan&nbsp;<b>and</b> </li><li>Prefectures In France&nbsp;</li></ul>then the quality of living is <b>high</b>,,,,24,,,TEST,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.,,,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.
833486649,11/20/2015 16:49:32,12/4/2015 09:42:15,TRUE,,,,,48,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>NUTS3Statistical Regions Of The European Union&nbsp;<b>and</b> </li><li>Coastal Cities In Australia&nbsp;</li></ul>then the quality of living is <b>high</b>,,,,90003171364274408802708218167741644800,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capitals In Europe&nbsp;<b>and</b> </li><li>NUTS3Statistical Regions Of The European Union&nbsp;</li></ul>then the quality of living is <b>high</b>,,,,328121904838913001979981510847441666048,,,TEST,Rule 2 (strong preference),Rule 1 contains groups that are obviously mutually exclusive.,,,Rule 2 (strong preference),Rule 1 contains groups that are obviously mutually exclusive.
833486650,11/20/2015 16:49:32,12/4/2015 02:49:44,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Pune, Bangalore, Chennai, Mumbai, Kolkata</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following cities fall into all of the groups defined by the rule: <b>Bangalore, Chennai, Mumbai, Kolkata</b><br/> All these countries have a risk of traffic accidents <b>low</b>",,,49,,low,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Indian Capital Cities&nbsp;<b>and</b> </li><li>Metropolitan Cities In India&nbsp;</li></ul>then the quality of living is <b>low</b>,,,,5,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Metropolitan Cities In India&nbsp;<b>and</b> </li><li>Indian Capital Cities&nbsp;</li></ul>then the quality of living is <b>low</b>,,,,15,,,TEST,No preference,"The rules are identical, only the conditions (groups) are listed in different order.",,,No preference,"The rules are identical, only the conditions (groups) are listed in different order."
833486651,11/20/2015 16:49:32,12/2/2015 00:31:57,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Tokyo, Kobe, Yokohama, Osaka </b><br/>For 3 of these cities (Kobe, Yokohama, Osaka), the rule correctly predicts the quality of living as <b>high</b>.","Following cities fall into all of the groups defined by the rule: <b>Tokyo, Kobe, Yokohama, Osaka </b><br/>For 3 of these cities (Kobe, Yokohama, Osaka), the rule correctly predicts the quality of living as <b>high</b>.",,,50,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Port Settlements In Japan&nbsp;<b>and</b> </li><li>Populated Coastal Places In Japan&nbsp;</li></ul>then the quality of living is <b>high</b>,,,,25,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Coastal Places In Japan&nbsp;<b>and</b> </li><li>Port Settlements In Japan&nbsp;</li></ul>then the quality of living is <b>high</b>,,,,31,,,TEST,No preference,"The rules are identical, only the conditions (groups) are listed in different order.",,,No preference,"The rules are identical, only the conditions (groups) are listed in different order."
833486652,11/20/2015 16:49:32,12/3/2015 10:15:40,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",,,51,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cantonal Capitals Of Switzerland&nbsp;<b>and</b> </li><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,12,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,0,,,TEST,No preference,"The rules are identical, only the conditions (groups) are listed in different order.",,,No preference,"The rules are identical, only the conditions (groups) are listed in different order."
833486653,11/20/2015 16:49:32,12/4/2015 02:49:44,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Islamabad, Lahore, Karachi</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following cities fall into all of the groups defined by the rule: <b>Islamabad, Lahore, Karachi</b><br/> All these countries have a risk of traffic accidents <b>low</b>",,,52,,low,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capitals Of Pakistan&nbsp;<b>and</b> </li><li>Metropolitan Areas Of Pakistan&nbsp;</li></ul>then the quality of living is <b>lowest</b>,,,,3,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capitals Of Pakistan&nbsp;<b>and</b> </li><li>World Heritage Sites In Russia&nbsp;</li></ul>then the quality of living is <b>lowest</b>,,,,4,,,TEST,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.,,,Rule 1 (strong preference),Rule 2 contains groups that are obviously mutually exclusive.
833486654,11/20/2015 16:49:32,12/4/2015 02:49:44,TRUE,"Following cities fall into all of the groups defined by the rule: <b>Sydney, Melbourne, Adelaide, Brisbane</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Sydney, Melbourne, Adelaide, Canberra, Brisbane</b><br/> All these countries have a risk of traffic accidents <b>high</b>",,,53,,high,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Australian Capital Cities&nbsp;<b>and</b> </li><li>Coastal Cities In Australia&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,16,,,if the city falls into all of the following group(s) (simultaneously) <ul><li>Coastal Cities In Australia&nbsp;<b>and</b> </li><li>Australian Capital Cities&nbsp;</li></ul>then the quality of living is <b>highest</b>,,,,11,,,TEST,No preference,"The rules are identical, only the conditions (groups) are listed in different order.",,,No preference,"The rules are identical, only the conditions (groups) are listed in different order."
833486684,11/20/2015 16:50:09,11/20/2015 16:50:09,,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333333,0.333333333333333,30,['Geneva'],high,0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",0,1,0.0130434782608696,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782608696,arules,,,,,,
833486685,11/20/2015 16:50:09,11/20/2015 16:50:09,,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1,1,17,"['Zurich', 'Bern', 'Geneva']",high,0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782608696,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",0,1,0.0130434782608696,arules,,,,,,
833486686,11/20/2015 16:50:09,12/4/2015 02:51:07,,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1,1,1,"['Zurich', 'Bern', 'Geneva']",high,1,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782608696,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782608696,arules,,,,,,
833486687,11/20/2015 16:50:09,11/23/2015 00:59:02,,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333333,0.333333333333333,24,['Geneva'],high,0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782608696,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782608696,arules,,,,,,
833486688,11/20/2015 16:50:09,11/26/2015 16:09:12,,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333333,0.333333333333333,4,['Geneva'],high,0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782608696,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782608696,arules,,,,,,
833486689,11/20/2015 16:50:09,11/21/2015 01:55:45,,"Following cities fall into all of the groups defined by the rule: <b>Islamabad, Lahore, Karachi</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following cities fall into all of the groups defined by the rule: <b>Islamabad, Lahore, Karachi</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1,1,36,"['Karachi', 'Islamabad', 'Lahore']",low,0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Metropolitan Areas Of Pakistan&nbsp;</li></ul>then the quality of living is <b>lowest</b>,1,"['Islamabad', 'Lahore', 'Karachi']","['Islamabad', 'Lahore', 'Karachi']",3,1,0.0130434782608696,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capitals Of Pakistan&nbsp;</li></ul>then the quality of living is <b>lowest</b>,1,"['Islamabad', 'Lahore', 'Karachi']","['Islamabad', 'Lahore', 'Karachi']",4,1,0.0130434782608696,arules,,,,,,
833486690,11/20/2015 16:50:09,11/20/2015 16:50:09,,"Following cities fall into all of the groups defined by the rule: <b>Islamabad, Lahore, Karachi</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following cities fall into all of the groups defined by the rule: <b>Islamabad, Lahore, Karachi</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1,1,32,"['Karachi', 'Islamabad', 'Lahore']",low,1,if the city falls into all of the following group(s) (simultaneously) <ul><li>Capitals Of Pakistan&nbsp;</li></ul>then the quality of living is <b>lowest</b>,1,"['Islamabad', 'Lahore', 'Karachi']","['Islamabad', 'Lahore', 'Karachi']",4,1,0.0130434782608696,if the city falls into all of the following group(s) (simultaneously) <ul><li>Metropolitan Areas Of Pakistan&nbsp;<b>and</b> </li><li>Capitals Of Pakistan&nbsp;</li></ul>then the quality of living is <b>lowest</b>,1,"['Islamabad', 'Lahore', 'Karachi']","['Islamabad', 'Lahore', 'Karachi']",14,2,0.0130434782608696,arules,,,,,,
